???????????2017/02/19 20:12:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ishikari ,,,,Wakkanai,,,,Aomori,,,,Sakata,,,,Toyama,,,,Matsumoto,,,,Kyoto,,,,Yonago,,,,Hamada,,,,Fukuoka,,,
,??,,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??
???,?????(cm),,?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm)
,,,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????
5/9/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/10/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/11/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/12/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/13/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/14/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/15/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/16/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/17/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/18/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/19/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/20/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/21/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/22/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/23/1995,,,0,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/24/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/25/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/26/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/27/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/28/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/29/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/30/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
5/31/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/1/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/2/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/3/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/4/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/5/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/6/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/7/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/8/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/9/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/10/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/11/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/12/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/13/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/14/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/15/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/16/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/17/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/18/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/19/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/20/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/21/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/22/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/23/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/24/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/25/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/26/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/27/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/28/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/29/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
6/30/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/1/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/2/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/3/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/4/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/5/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/6/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/7/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/8/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/9/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/10/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/11/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/12/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/13/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/14/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/15/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/16/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/17/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/18/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/19/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/20/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/21/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/22/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/23/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/24/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/25/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/26/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/27/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/28/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/29/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/30/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
7/31/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/1/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/2/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/3/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/4/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/5/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/6/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/7/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/8/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/9/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/10/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/11/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/12/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/13/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/14/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/15/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/16/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/17/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/18/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/19/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/20/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/21/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/22/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/23/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/24/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/25/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/26/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/27/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/28/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/29/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/30/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
8/31/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/1/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/2/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/3/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/4/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/5/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/6/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/7/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/8/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/9/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/10/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/11/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/12/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/13/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/14/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/15/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/16/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/17/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/18/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/19/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/20/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/21/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/22/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/23/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/24/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/25/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/26/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/27/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/28/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/29/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
9/30/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/1/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/2/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/3/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/4/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/5/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/6/1995,,,0,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/7/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/8/1995,,,0,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/9/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/10/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/11/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/12/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/13/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
